"date","dpi","band_number","bird_ID","swab_id","mass","l_eye_score","r_eye_score","treatment","temp","stack","cage","scorer","swab","swabber","plasma","rbcs","smear","experiment_notes","start_time","cap_time","bleed_time","hematocrit","samplers","sampled_first","room","cap_date","Location","sex","cap_mass","trap_method","bci_intake","Intake...Quarantine.Notes","Well.1.WBC","Well.1.Phago","Well.2.Phago","Well.2.WBC","Well.3.Phago","Well.3.WBC","Well.4.WBC","Well.4.Phago","l_min","l_max","r_min","r_max","qpcr_plate","well","cq_value","quantity","log10_quantity","extraction_plate","extr_neg_cntrls","cq8","cq7","cq6","cq5","cq4","cq3","cq2","cq1","qpcr_neg_cntrls","y_inter","r2","error","elisa_od","elisa_cv","hapto_int","hapto_abs","hapto.oor","red","hapto_plate","hapto_cv","hapto_ext","inf_temp","temp_names","groups"
20221109,2,2813,"2_2813",NA,NA,NA,NA,"Control","Cold","A",1,NA,NA,NA,NA,NA,NA,NA,910,958,959,NA,"DH, JGL, SR, CV","ST","ST",20220722,"CSH","F",19.9,"FT",3,"Intake 0,0; L eye maybe puffy, not scoreable (8/1 and 8/5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"579.2288382",0.05455,NA,0.16965,3,0.182771872,0.568099197,"Sham_ST","Cold","Cold Control"
20221109,2,2880,"2_2880",NA,NA,NA,NA,"Infected","Cold","A",3,NA,NA,NA,NA,NA,NA,NA,910,958,959,NA,"DH, JGL, SR, CV","ST","ST",20220801,"DD","F",19.2,"MN",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348.1894033",0.0513,NA,0.11805,2,0.080863545,0.317765078,"MG_ST","Cold","Cold Infected"
20221109,2,2892,"2_2892",NA,NA,NA,NA,"Infected","Cold","D",3,NA,NA,NA,NA,NA,NA,"poofed a lot",910,941,942,NA,"DH, JGL, SR, CV","ST","ST",20220803,"PH","F",20.2,"FT",3.5,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281.0577129",0.04255,NA,0.14295,2,0.286404216,0.254081031,"MG_ST","Cold","Cold Infected"
20221109,2,2893,"2_2893",NA,NA,NA,NA,"Control","Cold","E",3,NA,NA,NA,NA,NA,NA,NA,910,NA,924,NA,"DH, JGL, SR, CV","ST","ST",20220803,"PH","F",19,"FT",3.5,"Intake 0,0; both eyes a little red-rimmed, housed solo - same status on 8/8, 8/10, 8/12, 8/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"377.5613056",0.10715,NA,0.1293,1,0.085129981,1.268103481,"Sham_ST","Cold","Cold Control"
20221109,2,2894,"2_2894",NA,NA,NA,NA,"Infected","Cold","D",2,NA,NA,NA,NA,NA,NA,NA,910,937,938,NA,"DH, JGL, SR, CV","ST","ST",20220804,"KH","F",22.6,"FT",3,"Intake 0,0; left eye maybe red (8/12)? intake right eye red? - no MG developed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"354.7689597",0.05215,NA,0.1101,2,0.13101706,0.324192868,"MG_ST","Cold","Cold Infected"
20221109,2,2903,"2_2903",NA,NA,NA,NA,"Infected","Cold","F",4,NA,NA,NA,NA,NA,NA,NA,910,925,927,NA,"DH, JGL, SR, CV","ST","ST",20220805,"TRCII","M",20.4,"FT",3,"Intake 0,0; R leg pinched, perching and gripping normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"744.5945728",0.09965,NA,0.6633,2,0.034539816,0.74262397,"MG_ST","Cold","Cold Infected"
20221109,2,2921,"2_2921",NA,NA,NA,NA,"Control","Cold","A",2,NA,NA,NA,NA,NA,NA,NA,910,1005,1005,NA,"DH, JGL, SR, CV","ST","ST",20220810,"DD","M",20.6,"MN",3.5,"Intake 0,0; pox bleeding, AB applied 8/26",118,27,79,146,65,140,118,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"227.9641982",0.0181,NA,0.13755,3,0.234400038,0.133381005,"Sham_ST","Cold","Cold Control"
20221109,2,2928,"2_2928",NA,NA,NA,NA,"Infected","Cold","E",4,NA,NA,NA,NA,NA,NA,NA,910,929,930,NA,"DH, JGL, SR, CV","ST","ST",20220810,"DD","M",20.1,"MN",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"371.9632945",0.03415,NA,0.2517,3,0.33336513,0.289931503,"MG_ST","Cold","Cold Infected"
20221109,2,2939,"2_2939",NA,NA,NA,NA,"Control","Cold","B",1,NA,NA,NA,NA,NA,NA,"syptic powder on wing before bled",910,954,954,NA,"DH, JGL, SR, CV","ST","ST",20220812,"TRC","M",20.8,"FT",3.5,"Intake 0,0; isolated, cagemate of MG+ on 8/15; head and wing injuries - antibiotic applied 8/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"525.0695497",0.04955,NA,0.17205,3,0.509459376,0.492843904,"Sham_ST","Cold","Cold Control"
20221109,2,2581,"2_2581",NA,NA,NA,NA,"Infected","Warm","D",2,NA,NA,NA,NA,NA,NA,NA,1019,1050,1050,NA,"DH, JGL, SR, CV","ST","TN",20220602,"LH","M",19.3,"MN",3.5,"Intake 0,0; small injury on R halux, AB ointment; strange beak - developmental issue?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199.0757773",0.0317,NA,0.2355,2,0.971033261,0.181690739,"MG_TN","Warm","Warm Infected"
20221109,2,2632,"2_2632",NA,NA,NA,NA,"Control","Warm","F",1,NA,NA,NA,NA,NA,NA,NA,1019,1029,1030,NA,"DH, JGL, SR, CV","ST","TN",20220617,"TRC","F",17.7,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"330.8920196",0.0297,NA,0.1617,3,0.057139942,0.240434304,"Sham_TN","Warm","Warm Control"
20221109,2,2648,"2_2648",NA,NA,NA,NA,"Infected","Warm","C",4,NA,NA,NA,NA,NA,NA,NA,1019,1059,1059,NA,"DH, JGL, SR, CV","ST","TN",20220620,"DD","F",18.6,"MN",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192.699261",0.03085,NA,0.1449,2,0.152254876,0.176340708,"MG_TN","Warm","Warm Infected"
20221109,2,2690,"2_2690",NA,NA,NA,NA,"Infected","Warm","E",4,NA,NA,NA,NA,NA,NA,NA,1019,1037,1039,NA,"DH, JGL, SR, CV","ST","TN",20220628,"KH","F",19.2,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1723.417431",0.12525,NA,0.68985,3,0.110088481,1.897963044,"MG_TN","Warm","Warm Infected"
20221109,2,2704,"2_2704",NA,NA,NA,NA,"Control","Warm","B",1,NA,NA,NA,NA,NA,NA,NA,1019,1120,1122,NA,"DH, JGL, SR, CV","ST","TN",20220628,"KH","F",19.1,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"215.6076551",0.02985,NA,0.0824,1,0.125549948,0.286188171,"Sham_TN","Warm","Warm Control"
20221109,2,2718,"2_2718",NA,NA,NA,NA,"Control","Warm","A",1,NA,NA,NA,NA,NA,NA,NA,1019,1108,1108,NA,"DH, JGL, SR, CV","ST","TN",20220701,"TRC","M",21.1,"FT",3,"Intake 0,0",123,14,10,103,11,140,122,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sham_TN","Warm","Warm Control"
20221109,2,2802,"2_2802",NA,NA,NA,NA,"Control","Warm","D",1,NA,NA,NA,NA,NA,NA,NA,1019,1048,1048,NA,"DH, JGL, SR, CV","ST","TN",20220722,"TRCII","F",20.7,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"444.6616415",0.0417,NA,0.14685,3,0.200092566,0.383610879,"Sham_TN","Warm","Warm Control"
20221109,2,2842,"2_2842",NA,NA,NA,NA,"Control","Warm","C",1,NA,NA,NA,NA,NA,NA,NA,1019,1104,1104,NA,"DH, JGL, SR, CV","ST","TN",20220726,"DD","M",21.2,"MN",3.5,"Intake 0,0; droopy eyes 8/12, 8/17",186,18,15,111,6,104,126,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239.3518165",0.03705,NA,0.1749,2,0.164951153,0.21644753,"Sham_TN","Warm","Warm Control"
20221109,2,2846,"2_2846",NA,NA,NA,NA,"Control","Warm","E",3,NA,NA,NA,NA,NA,NA,NA,1019,1039,1040,NA,"DH, JGL, SR, CV","ST","TN",20220726,"DD","M",19.8,"MN",3,"Intake 0,0; Pox on right foot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",0.0173,"Low",0.096,2,0.154679608,0.097681462,"Sham_TN","Warm","Warm Control"
20221109,2,2847,"2_2847",NA,NA,NA,NA,"Control","Warm","A",2,NA,NA,NA,NA,NA,NA,NA,1019,1125,1126,NA,"DH, JGL, SR, CV","ST","TN",20220726,"DD","F",18.7,"MN",3.5,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"363.5605256",0.03325,NA,0.12105,3,0.078685567,0.279566208,"Sham_TN","Warm","Warm Control"
20221109,2,2850,"2_2850",NA,NA,NA,NA,"Infected","Warm","D",4,NA,NA,NA,NA,NA,NA,NA,1019,1105,1105,NA,"DH, JGL, SR, CV","ST","TN",20220727,"PH","M",19.6,"FT",3,"Intake 0,0",158,23,9,113,7,105,114,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.7211952",0.0207,NA,0.09975,3,0.027327798,0.154468049,"MG_TN","Warm","Warm Infected"
20221109,2,2869,"2_2869",NA,NA,NA,NA,"Infected","Warm","A",3,NA,NA,NA,NA,NA,NA,NA,1019,1019,1020,NA,"DH, JGL, SR, CV","ST","TN",20220729,"DD","M",19.6,"MN",3,"Intake 0,0; pox L foot",110,9,4,114,3,103,142,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"563.527028",0.3026,NA,0.2998,1,0.027106539,17.82080768,"MG_TN","Warm","Warm Infected"
20221109,2,2874,"2_2874",NA,NA,NA,NA,"Infected","Warm","D",3,NA,NA,NA,NA,NA,NA,NA,1019,1051,1052,NA,"DH, JGL, SR, CV","ST","TN",20220801,"KH","F",19.4,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"556.4288067",0.07745,NA,0.42495,2,1.00287859,0.533550703,"MG_TN","Warm","Warm Infected"
20221109,2,2879,"2_2879",NA,NA,NA,NA,"Infected","Warm","A",4,NA,NA,NA,NA,NA,NA,NA,1019,1110,1110,NA,"DH, JGL, SR, CV","ST","TN",20220801,"DD","F",21.6,"MN",3,"Intake 0,0",160,15,13,169,11,103,111,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"257.5094989",0.03945,NA,0.06285,2,0.02362648,0.232636083,"MG_TN","Warm","Warm Infected"
20221109,2,2883,"2_2883",NA,NA,NA,NA,"Infected","Warm","B",4,NA,NA,NA,NA,NA,NA,NA,1019,1117,1119,NA,"DH, JGL, SR, CV","ST","TN",20220801,"DD","M",21.3,"MN",3,"Intake 0,0; L eye sus but not scoreable, a bit red-rimmed (8/12). Small sore on L halluX.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"289.6790649",0.05715,NA,0.07435,1,0.449133441,0.532844153,"MG_TN","Warm","Warm Infected"
20221109,2,2889,"2_2889",NA,NA,NA,NA,"Infected","Warm","F",2,NA,NA,NA,NA,NA,NA,NA,1019,1028,1030,NA,"DH, JGL, SR, CV","ST","TN",20220803,"PH","M",18.3,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1021.249412",0.12985,NA,0.59745,2,0.327722601,1.05695692,"MG_TN","Warm","Warm Infected"
20221109,2,2904,"2_2904",NA,NA,NA,NA,"Infected","Warm","F",3,NA,NA,NA,NA,NA,NA,NA,1019,1035,1035,NA,"DH, JGL, SR, CV","ST","TN",20220805,"TRCII","M",21.4,"FT",3,"Intake 0,0; trap injury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393.2023042",0.0364,NA,0.24945,3,0.388520209,0.316609388,"MG_TN","Warm","Warm Infected"
20221109,2,2906,"2_2906",NA,NA,NA,NA,"Control","Warm","E",2,NA,NA,NA,NA,NA,NA,NA,1019,1045,1045,NA,"DH, JGL, SR, CV","ST","TN",20220805,"TRCII","F",21,"FT",3.5,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134.94956",0.00775,NA,0.06855,3,0.53831355,0.067457631,"Sham_TN","Warm","Warm Control"
20221109,2,2907,"2_2907",NA,NA,NA,NA,"Infected","Warm","F",4,NA,NA,NA,NA,NA,NA,NA,1019,1033,1034,NA,"DH, JGL, SR, CV","ST","TN",20220805,"TRCII","F",21.2,"FT",3.5,"Intake 0,0; trap injury",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"695.1504605",0.09395,NA,0.23835,2,0.415631047,0.686941071,"MG_TN","Warm","Warm Infected"
20221109,2,2911,"2_2911",NA,NA,NA,NA,"Control","Warm","E",1,NA,NA,NA,NA,NA,NA,NA,1019,1043,1044,NA,"DH, JGL, SR, CV","ST","TN",20220808,"OL","M",19.7,"FT",3,"Intake 0,0; pox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#VALUE!",0.01025,"Low",0.1416,2,0.056928088,0.06189416,"Sham_TN","Warm","Warm Control"
20221109,2,2914,"2_2914",NA,NA,NA,NA,"Infected","Warm","C",2,NA,NA,NA,NA,NA,NA,NA,1019,1054,1054,NA,"DH, JGL, SR, CV","ST","TN",20220808,"IVT","F",20,"FT",3,"Intake 0,0; pox?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"214.8388807",0.0166,NA,0.0705,3,0.034077435,0.122016963,"MG_TN","Warm","Warm Infected"
20221109,2,2920,"2_2920",NA,NA,NA,NA,"Infected","Warm","B",3,NA,NA,NA,NA,NA,NA,NA,1019,1125,1128,NA,"DH, JGL, SR, CV","ST","TN",20220810,"DD","F",20.8,"MN",3,"Intake 0,0; eyes slightly red but not swollen (8/19, 8/22, 8/29) - no MG developed, just reddish eyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355.6710761",0.0324,NA,0.102,3,0.178959124,0.269940003,"MG_TN","Warm","Warm Infected"
20221109,2,2926,"2_2926",NA,NA,NA,NA,"Infected","Warm","C",3,NA,NA,NA,NA,NA,NA,NA,1019,1059,1059,NA,"DH, JGL, SR, CV","ST","TN",20220810,"DD","M",21.3,"MN",3.5,"Intake 0,0; L eye swollen but not scoreable on 8/15; seperated from cagemate 8/24 - no MG developed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305.6034426",0.0269,NA,0.08265,3,0.120917888,0.211602966,"MG_TN","Warm","Warm Infected"
20221109,2,2929,"2_2929",NA,NA,NA,NA,"Control","Warm","B",2,NA,NA,NA,NA,NA,NA,NA,1019,1115,1116,NA,"DH, JGL, SR, CV","ST","TN",20220810,"DD","M",21.1,"MN",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173.9759669",0.02835,NA,0.09495,2,0.328419263,0.16088361,"Sham_TN","Warm","Warm Control"
20221110,3,2573,"3_2573",NA,20.6,0,0,"Control","Cold","C",2,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220530,"DD","M",19.2,"MN",3,"Intake 0,0, returned to Derring captive flock 7/22",NA,NA,NA,NA,NA,NA,NA,NA,32.5,33.7,32.7,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sham_ST","Cold","Cold Control"
20221110,3,2603,"3_2603",NA,21.8,0,0,"Infected","Cold","B",3,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220610,"NEG","M",21.7,"FT",3,"Intake 0,0, returned to Derring captive flock 7/22",NA,NA,NA,NA,NA,NA,NA,NA,31.7,33.2,31.6,33.1,1,"C10",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2623,"3_2623",NA,22.3,0,0,"Infected","Cold","F",3,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220617,"CSH","M",20.4,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,31.2,32.2,31,31.8,1,"B9",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2653,"3_2653",NA,21.5,0,0,"Infected","Cold","B",4,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220621,"KH","M",20.8,"FT",3,"Intake 0,0 Steger; moved back to Derring 8/18",NA,NA,NA,NA,NA,NA,NA,NA,31.1,33.2,31,32.8,1,"E10",39.76105335,0.555692747,0.191923827,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2655,"3_2655",NA,21.3,0,0,"Infected","Cold","C",4,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220622,"BE","F",19.4,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,30.7,31.9,30.9,33.3,1,"H8",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2667,"3_2667",NA,20.3,0,0,"Control","Cold","C",1,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220622,"BE","M",20.4,"FT",3,"Intake 0,0; 17.8g on 6/27",NA,NA,NA,NA,NA,NA,NA,NA,32.6,33.1,32.1,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sham_ST","Cold","Cold Control"
20221110,3,2684,"3_2684",NA,21.6,0,0,"Control","Cold","E",1,"jgl",NA,"apu",NA,NA,NA,"pink rimmed eyes",905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220627,"IVT","F",20.6,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,31.9,32.9,33,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sham_ST","Cold","Cold Control"
20221110,3,2687,"3_2687",NA,20.5,0,0,"Infected","Cold","D",1,"jgl",NA,"apu",NA,NA,NA,"R eye droopy",905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220627,"IVT","F",20.5,"FT",3,"Intake 0,0, healed head injury 7/8",NA,NA,NA,NA,NA,NA,NA,NA,31.1,33.2,30.6,32,1,"D9",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2689,"3_2689",NA,19,0,0,"Infected","Cold","D",4,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220627,"LN","F",19.6,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,32.3,33.1,30.9,32.4,1,"A10",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2741,"3_2741",NA,19.8,0,0,"Infected","Cold","A",4,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220704,"SC","M",19.9,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,31.3,32.7,30.5,31.6,1,"C9",37.93435234,1.886076614,0.460307856,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2750,"3_2750",NA,19.8,0,0,"Control","Cold","C",3,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220706,"BE","F",19.6,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,32,33.7,30.5,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sham_ST","Cold","Cold Control"
20221110,3,2764,"3_2764",NA,22.3,0,0,"Infected","Cold","F",1,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220711,"PH","M",21,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,31.2,32.5,31.5,33.5,1,"B10",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2775,"3_2775",NA,20.3,0,0,"Infected","Cold","F",2,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220713,"BE","F",20.6,"FT",3,"Intake 0,0",NA,NA,NA,NA,NA,NA,NA,NA,31.1,33.6,31.6,32.7,1,"F9",NA,0,0,1,"neg",NA,12.84196888,16.08823357,19.67959867,23.17088886,26.44244527,30.07430019,33.38760017,"neg",38.8828,0.999507156,0.017533847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG_ST","Cold","Cold Infected"
20221110,3,2789,"3_2789",NA,19.9,0,0,"Control","Cold","E",2,"jgl",NA,"apu",NA,NA,NA,NA,905,NA,NA,NA,"JGL, APU, MA, ZG","ST","ST",20220715,"CSH","M",20.7,"FT",3.5,"Intake 0,0; Was housed with SOSP until 7/22",NA,NA,NA,NA,NA,NA,NA,NA,31.3,32.2,30.8,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sham_ST","Cold","Cold Control"
